Word	OCR variants
shown [115247]	shewn [337], shows [93140]
look [114292]	cook [50343], lock [4908], zook [261], iook [433], jook [141]
prefixes [113256]	preftxes [92], preflxes [80], prefixed [28004]
far [112574]	fnr [406]
pronominal [112397]	prononinal [81], pronoainal [107], prenominal [3845]
stop [112293]	atop [1407], slop [650], step [19343]
children [112142]	ohildren [56], chiidren [58], chlldren [109], chizdren [55]
25 [111985]	2v [294], 2a [13254], 2b [8146]
GEN [111612]	GER [9445], GPN [60], BEN [12504], GBN [63], CEN [1041], OEN [50], VEN [2166], GVN [650]
focus [110689]	rocus [54], locus [3763]
linguistic [110589]	linquistic [56]
30 [110015]	3b [6586]
event [110004]	evenl [79]
basic [109769]	baaic [59], basis [41527]
whether [109670]	vhether [85]
adverbs [109128]	advorbs [54], adverts [71]
follow [108976]	follov [387], foilow [87]
31 [108845]	3b [6586], 3a [16121]
don [108828]	yon [9430], dan [27746], won [26644], doa [1836], doe [4044]
low [108344]	iow [642], vow [5277], lov [927], lol [4478]
called [107986]	oalled [73], cailed [69], callcd [543], ealled [89], callod [57]
passive [107135]	passlve [122], passivo [160]
formed [105944]	forned [69], farmed [348], foraed [71], formcd [66], formod [75]
ro [104914]	eo [24933], zo [13378], xo [14879], ao [27556], vo [28624], io [37951], rt [36855], ru [65973], rv [10145], rw [5967], rp [12013], rr [33877], rs [19624], ry [17429], rd [23851], rf [13174], rg [6549], rb [12830], rc [10816], rl [23566], rm [15847], rn [26890], rh [8456], po [77797], rj [12970], rk [7733], yo [70957], wo [73436], bo [84667], jo [46553], ho [91592], fo [51725], oo [48009], uo [18376], qo [11046]
ending [104600]	cnding [98], endlng [66]
left [104071]	ieft [136], zeft [82]
seems [103490]	seeas [97], seens [109], seeks [1770]
village [103382]	viilage [59], tillage [241]
33 [102862]	3b [6586], 3a [16121], i3 [4712], l3 [2617]
26 [102590]	2a [13254], 2b [8146]
features [102053]	featuree [56]
point [101840]	joint [5996], polnt [81], poinl [107]
text [101828]	test [13948]
nasal [101736]	naaal [90]
demonstrative [101598]	deaonstrative [135], denonstrative [65]
linguistics [101297]	linauistics [79], linquistics [78]
off [101120]	oft [4132]
adj [100849]	adv [71599], adr [1413], adp [479], edj [370], udj [252], adl [876]
state [100504]	slate [726], statc [58], stage [23739]
based [99903]	bused [107], baaed [185]
kind [99791]	klnd [166]
causative [99522]	causativc [195], causitive [112]
brother [99265]	hrother [100], brotber [61], brothel [153], brolher [77], brothor [84], brothcr [212]
information [98928]	inforaation [513]
THE [98832]	TUE [54], THU [118], THS [116], TEE [219], THR [52], THK [127], TBE [54], THB [266], TOE [244]
described [98251]	describes [23204]
sit [97918]	slt [714], ait [5296], sat [27973]
own [97578]	ovn [428]
right [97182]	rlght [90], light [57067], sight [9185]
among [96801]	hmong [2046], along [75898], aaong [99]
27 [95833]	2a [13254], 2b [8146]
compound [95795]	oompound [51]
study [95246]	atudy [52], srudy [63], studv [60]
speak [95134]	apeak [427], spenk [77]
contrast [94818]	oontrast [58]
29 [94756]	2a [13254], 2b [8146]
body [94756]	bodv [102]
Ð [94455]	Z [58209]
sound [94291]	eound [56], round [36590], aound [111], sonnd [54]
OF [93767]	ON [12610], OP [6470], OR [10724], IF [6122]
related [93476]	relates [7136]
element [92769]	eleaent [56], clement [1360], elenent [76]
nom [92621]	npm [539], num [28776], com [54287]
28 [92547]	2a [13254], 2b [8146]
full [92524]	null [11531], fill [21674]
PAST [92131]	FAST [364], PRST [334], PASV [80], PART [31776], PASS [18026], POST [2014]
son [92093]	eon [2214]
3PL [92084]	CPL [4872], HPL [1634], XPL [93], 3PP [229], FPL [192], 3PR [76], 3PS [452], IPL [4205], PPL [2999], 3LL [176], 3PI [638], APL [1883], 3PO [497], 3DL [2129], OPL [91], 3PB [54], 3PC [241], MPL [308], 3PG [145]
area [91862]	urea [151]
except [91820]	exccpt [249], cxcept [183]
perfective [91450]	pcrfective [86], perfcctive [91], perfectivc [57]
syllables [91177]	syllablee [56], syllabled [367]
might [91026]	mighl [71], sight [9185]
elements [90880]	elenents [84]
sing [90643]	song [31787], slng [249], sang [12525], sink [5376], ning [7432], sung [5295]
gender [90398]	gander [207], gonder [160]
objects [89800]	obiects [57], objecta [63], objccts [195]
ch [89796]	ck [6070], cj [8266], xh [1459], zh [3014], eh [29205], cl [86589], vh [2842], ah [52032], ca [86544], cg [2367], ci [80274], ce [55758], cd [11318], ih [26109], cy [9495], cx [2670], cs [12385], cr [16077], cq [1748], cp [23265], cw [4799], cu [26498], gh [12110], nh [10814], lh [19990], cc [12668], cb [4164], ph [35122], ct [23267], rh [8456], yh [2724], dh [20103], bh [8005], wh [31679], hh [6471], jh [6530], fh [3525], cn [16769], oh [45286], kh [35898], cz [1619], mh [9119], sh [43271], uh [13221], qh [2060]
added [89785]	ndded [76], addod [81], addad [106]
river [88947]	rlver [66], hiver [104], riyer [50], rivor [50], rivcr [68]
auxiliary [88901]	auxiliaiy [51]
term [88780]	tern [3349], lerm [165]
genitive [88459]	genetive [456]
level [88322]	levei [74], ievel [126]
find [88158]	flnd [126], fidd [194]
pp [87855]	pr [56611], ph [35122], pf [25714], pg [6129], pt [30311]
context [87285]	contcxt [100], content [30418]
32 [87142]	3b [6586]
around [86803]	ground [62341]
someone [86653]	soneone [67]
less [86601]	jess [198], iess [124], leas [578]
side [86433]	slde [89], aide [1677], site [9386], sidc [168], yide [396]
clear [86045]	elear [59], clean [20267]
rules [86037]	ruies [68], rulea [63], rales [135], rulee [187], roles [23490]
morphemes [86009]	moiphemes [83], morphenes [54], morphomes [243]
particles [85934]	particlcs [659]
five [85831]	jive [404], fivc [70], flve [130], fivo [122]
POSS [85572]	POSN [306], POSI [99], POSB [436], PASS [18026], POSV [78], POST [2014], FOSS [122], POSR [399], POSP [237]
id [84915]	iy [25522], ix [24815], iz [10719], vd [11000], ad [62587], zd [2584], ip [31285], ir [74599], iu [26071], iw [14559], cd [11318], ih [26109], ik [55802], gd [6415], io [37951], ic [55019], ib [22066], ie [46705], ig [20898], ld [20607], nd [68953], rd [23851], iq [9743], pd [6446], td [16344], bd [10156], wd [7769], dd [14710], yd [9791], fd [4893], jd [6256], iv [59309], hd [8300], md [20511], kd [16512], od [17238], ij [27090], ud [13084], sd [8165]
open [84716]	ofen [340], ooen [50], oven [5905], opcn [125]
yes [83769]	yea [1793], ycs [185], yee [4710]
temporal [83696]	tenporal [90], teaporal [51]
texts [83629]	tests [5070], texis [85]
fall [83119]	fail [7328], fell [29696], call [70344], fill [21674]
voice [82841]	voico [106], voicc [196], volce [60]
tell [82810]	sell [23996], yell [2653], tcll [183], teil [1730], toll [1402]
process [82291]	proccss [226]
wife [82211]	wifc [174], life [42880], wifo [68], vife [126], wlfe [179], wive [110]
probably [82192]	probable [8127]
boy [82124]	box [16868], toy [7394], bov [585], bow [18761], bom [5292], bob [3741], hoy [2531]
written [82051]	vritten [56]
35 [81694]	3b [6586]
front [81685]	fronl [151], fiont [117], iront [72]
large [80696]	targe [70], iarge [89], largo [573]
indicates [80096]	indicated [57668]
mood [79869]	nood [315]
press [79698]	prcss [55]
include [79521]	includc [92]
arguments [79307]	argumentl [132], arquments [70]
ERG [79189]	ERF [169], ARG [1542], NRG [108], PRG [4244], ERC [314]
money [78939]	honey [12400], moncy [50], noney [105], monev [61], aoney [55]
refer [78817]	defer [365], refen [106], reter [50]
34 [78720]	3b [6586]
FUT [78633]	FOT [112], FVT [55], FCT [3765], FLT [54], BUT [1773], FPT [562], FST [54], PUT [3296], FUI [60], OUT [1984]
2SG [78619]	2SL [57], 2SM [422], 2SN [149], JSG [540], 2SI [92], FSG [742], 2SP [103], 2SF [177], 2SA [99], 2SB [64], NSG [2816], 2SO [312], MSG [1118], 2SC [333], ISG [10105], OSG [899]
result [78336]	resuit [55]
takes [78008]	taken [72273], makes [50984], taker [418]
names [77883]	named [16061], namcs [53], nanes [66], namea [78]
free [77795]	cree [10466], fiee [169]
cause [77781]	causa [1406], eause [63], causc [290], causo [70]
middle [77716]	middie [52]
PST [77450]	EST [1106], PAT [11907], RST [333], AST [1371], PSV [533], POT [18328], QST [225], PNT [172], PRT [10404], PLT [202], FST [54], PFT [4481], PPT [686], PUT [3296], PQT [141], PSP [801], PSS [297], NST [137], DST [3553]
sleep [77300]	aleep [66], sweep [9001], szeep [90]
fire [77179]	ftre [178], wire [3329], tire [5412], firc [149], frre [187], flre [158], lire [1774]
near [76844]	rear [3806]
manner [76445]	nanner [68]
ten [76123]	uen [993], cen [4021], ted [10736], pen [20412], tcn [514], tin [29583], ton [17037], sen [18421], ter [15046]
DAT [76109]	DPT [87], PAT [11907], DST [3553], DET [33527], DDT [97], DNT [204], OAT [3862], LAT [3645], SAT [489]
human [76026]	huaan [111], buman [65]
story [76024]	stori [674], stoiy [120]
white [75868]	vhite [137]
drink [75773]	drlnk [88], drank [9215], drunk [13780]
perfect [75720]	porfect [94], pcrfect [140], perfcct [142], perfeet [68], perfoct [57]
III [75680]	IBI [204], ITI [447], XII [3995], CII [866], VII [15108], LII [238], ISI [502], IJI [901], IIA [929], INI [674], IIC [540], IIB [567], IIM [294], IIL [188], IQI [93], IIJ [1436]
adverb [74864]	advert [152], advorb [71]
bring [74593]	brine [226], brlng [62], hring [134], wring [1651], briny [83]
bad [74536]	mad [10720], sad [13482]
indefinite [74202]	indefinile [52]
south [74120]	soulh [76]
dative [73555]	sative [314], lative [3141], iative [78]
john [73440]	joan [3395]
41 [73067]	4b [4176], 4a [6818]
vs [72713]	vb [38067], vc [9440], vd [11000], ss [34085], vh [2842], vj [4134], vl [11460], vm [5275], vn [12267], vx [1310], vr [8222], vt [62893], vv [4561], vw [2191], cs [12385], vz [855], os [29493]
run [72680]	ran [33026], rub [11385]
studies [72674]	studien [2930], studios [283], studied [11302]
36 [72531]	3b [6586]
syntax [72337]	svntax [67], synlax [54]
whose [71958]	whole [71540]
der [71842]	des [50222], dcr [790], dem [39335], den [31855]
least [71647]	leant [254], leaat [63]
3rd [71598]	3td [53], 3nd [381], jrd [626], qrd [59], lrd [344], srd [360], 3pd [75], 3ro [117], 3ra [160], ird [1812]
category [71558]	categoiy [50]
shall [71416]	nhall [51], fhall [139], ahall [143], bhall [63], ehall [50], sball [52], shalt [1297]
important [71305]	iaportant [69]
stative [71270]	stativc [345], statlve [215], stalive [107]
brought [71100]	wrought [295]
mentioned [71027]	aentioned [107], nentioned [99]
voiced [70925]	voicel [130], voiccd [932], voioed [96]
close [70784]	elose [174], closc [214]
ABS [70464]	ASS [8953], ABE [205], APS [997], ABL [29443], ABM [1192], AVS [77], VBS [99], AHS [77], AUS [390], OBS [657], ADS [662]
later [70281]	iater [95]
37 [69965]	3b [6586]
definite [69944]	definile [77]
north [69891]	horth [52]
55 [69748]	5b [3593]
special [69743]	spccial [195]
38 [69643]	3b [6586]
inside [69613]	insidc [122]
known [69607]	knovn [92], knows [17115]
central [69498]	ccntral [130]
imperfective [69267]	imperfectivc [135], impcrfective [105]
every [69092]	eyery [52], eveiy [95]
able [69016]	abze [86], nble [60], ablo [163], abie [215]
active [68748]	activc [180]
neg [68697]	npg [183], nee [14692], deg [1826], ncg [672], nsg [2243]
girl [68262]	girt [613], glrl [97]
top [68144]	lop [2628], tip [12916], hop [2689], toe [12144]
39 [67932]	3b [6586]
carry [67911]	marry [19120], oarry [92], earry [63], aarry [103]
44 [67583]	4b [4176]
clitic [67578]	ciitic [91], elitic [59]
participle [67536]	participlc [131], participlo [81]
especially [67003]	expecially [129]
numerals [66756]	numerais [60], nunerals [50]
source [66448]	sourcc [112]
meat [66361]	aeat [121], meal [13179]
DEF [66259]	DEX [3302], DEP [16462], DER [3577], DES [3542], DET [33527], DEV [489], DBF [277], DEI [1094], DEL [925], DEM [62706], DEO [294], DEB [456], DEC [9298], REF [14018], OEF [287], DEG [150]
42 [66206]	4b [4176]
night [66164]	nlght [65], hight [95], sight [9185], nighl [66]
mark [66011]	aark [151], nark [380]
line [65750]	link [19799]
parts [65632]	parls [52], partt [120], ports [494]
43 [65628]	4b [4176]
leave [65488]	ieave [278], lease [764]
buy [65255]	bum [7245]
dependent [65110]	dependant [456]
ill [65047]	itl [2645], oll [2120], inl [2330], hll [1610], ihl [1430], lll [8555], jll [1747], ijl [1402], cll [2569], ell [7502], bll [1120], irl [2567], rll [1515], vll [1469], iwl [1055], iil [4747], ilf [968], ilm [1208], ilh [1399], sll [1394], ilt [1914], fll [2389], ull [2203], ifl [1669], tll [4259], ily [2855]
affixes [64590]	afftxes [62], aflixes [60], uffixes [234]
stay [64489]	stat [6848], stap [4375], slay [1004]
dual [64291]	dunl [84]
black [64167]	blaok [99], blaek [77]
act [64143]	ect [6633], art [26908]
owner [63991]	owned [2605]
east [63914]	eaat [76], easl [92]
rice [63724]	riee [139], ricc [179], riae [180], ripe [12970], rioe [120]
series [63699]	scries [624], aeries [95]
turn [63583]	burn [25221]
nga [63378]	nja [5957], nha [9737], nna [7369], ngd [684], nge [14090], naa [25397], ngn [858], ngo [12866], ngi [14352], ngk [1176], ngu [17034], ngv [397], nya [30323], qga [1130], nka [6072], mga [6017], nia [15526], lga [1748], npa [3082], noa [5793], ngg [1867], gga [2374], nma [2178], nta [8010], nda [25092], aga [9486]
sister [62684]	sistcr [88], bister [52], slster [64], mister [1224], suster [101]
ACC [62450]	ASC [480], AOC [271], ACT [20958]
changes [62404]	changed [24238], changcs [110]
illustrated [62236]	illustrates [21628]
talk [62044]	tazk [106], walk [56092]
great [61983]	greal [52], groat [181]
sun [61916]	gun [23185]
once [61618]	oncc [316]
list [61554]	iist [299]
done [61546]	gone [44074]
ing [61499]	int [21294], ong [12669], ins [8624], ind [26149], inf [24788], lng [1993]
year [61465]	yean [179], ycar [51]
Ñ [61464]	Z [58209]
PERF [61452]	PERS [9380], PERI [320], PERP [174], PERV [106], PERM [1384]
nt [61321]	gt [9940], zt [2025], xt [4566], ct [23267], rt [36855], nj [19821], nk [11938], nl [36050], nm [22968], pt [30311], tt [51036], nc [16657], nz [3902], nf [22194], nx [2819], ny [47465], lt [38794], np [15910], nq [4744], nr [19334], ns [30703], nv [8111], nw [7579], nh [10814], ft [49174], jt [13592], ht [16541], bt [9865], wt [8853], dt [14535], yt [11215], qt [5036], nn [33850], ut [43381], mt [21022], kt [14032], ot [47154], nb [7841]
gen [61017]	nen [13072], ger [8393], ben [20781], zen [1842], len [7788], gan [15613], pen [20412], ren [8235], den [31855], ven [4398], sen [18421], hen [28900], gem [2925], aen [2471]
live [60994]	jive [404], iive [289], life [42880], love [36555], zive [106]
male [60982]	mare [6662], mate [9452], mule [4337]
motion [60764]	aotion [190], notion [21880]
ART [60736]	ARG [1542], APT [484], AKT [111], ANT [4869], PRT [10404], ATT [2846], ACT [20958], AFT [259], ALT [1037], AGT [13251]
ana [60576]	ane [11832], aha [11151], anl [1837], ona [12395], ani [36603], nna [7369], ala [25236], anu [10032], ang [45350], mna [2380], apa [16379], ava [7446], aua [2347], ena [15429], vna [756], aya [17720], afa [3522], ina [34434], ada [16697], aja [5390], ano [11388], aoa [930], aba [12846], ama [32632], rna [12931], asa [11539], aqa [2685], awa [21047], aca [2974], aaa [2899], ara [27483], aza [1880], ata [20041], aga [9486], aea [882], una [21975], tna [2977], aka [24110], aia [3177]
refers [60414]	referr [181]
AND [60282]	END [965], AHD [110], ANN [258], AMD [146], ANV [118], AXD [74], ANY [394], AKD [67]
early [60229]	eariy [57]
pre [60188]	pro [47774], ore [14121], prc [1556]
school [60184]	achool [98], schooi [78]
finite [60113]	flnite [62], finile [133], finitc [53]
land [60061]	sand [15192], laud [392]
OBL [59980]	OBJ [54841], DBL [131], OBI [258], OBG [57], ABL [29443], OPL [91], OBV [3620], QBL [59], OBS [657]
