Word	OCR variants
epon [123]	ampon [63]
catsâ [122]	carsâ [60], centsâ [77]
otou [122]	oturu [66]
omot [122]	omat [87], obot [68]
ofnp [122]	ofnps [99]
maschile [122]	maschili [74]
prepara [122]	preparar [58]
fhl [122]	fltl [86]
pikíen [122]	pikien [59]
itokum [122]	itakum [93]
blll [122]	jllll [59]
léng [122]	péng [77]
po6 [122]	pofl [50], poij [112]
gabr [122]	gadar [86]
unia [122]	tinia [56], uaia [65]
bofore [122]	bcfore [116]
cosmetic [122]	cosmetics [118]
hdo [122]	hdj [66]
xinb [122]	xink [80], xinch [65]
no6 [122]	co6 [52]
tahn [122]	tayin [85], tuhn [52]
gmm [122]	gwm [59], iimm [51], gdm [119], gnm [114]
istorya [122]	isturya [105]
sinku [122]	sinko [65], singku [63]
iez [122]	ieet [50], iev [116]
paraa [122]	paraka [79]
fe4 [122]	pe4 [121], dee4 [71], se4 [79], ft4 [54]
othel [122]	othera [73]
wetek [122]	watek [116]
dwee [122]	cwee [77]
seea [122]	seeas [97], seens [109]
30P [122]	3IMP [100]
saall [122]	snall [83], aaall [74], srnall [61]
miva [122]	jiva [100]
mdv [122]	mnv [102]
etla [122]	ekla [58]
5it [122]	sfit [65]
jbr [122]	jbn [111], jpr [106]
curar [122]	cuidar [87]
aninit [122]	ananit [55]
kurk [122]	kurp [54]
majjha [122]	majjhu [72]
defâ [122]	dearâ [100], demâ [109]
paida [122]	payda [101]
antt [122]	altt [96]
küa [122]	jüa [54]
borda [122]	boorda [56]
7_ [122]	jl_ [92], ll_ [94]
motoka [122]	motokaa [105]
XUU [122]	JUU [61]
weie [122]	webe [67]
enkya [122]	enkuba [51]
wuso [122]	wuse [87]
lufi [122]	rufi [69]
ffm [122]	ffll [65], fflf [58], ffd [91], fffi [86]
bonâ [122]	botâ [87], banâ [121]
này [122]	nào [64]
ufc [122]	fcfc [82]
icce [122]	icte [68]
drit [122]	dret [85]
hanover [122]	hannover [116]
ainyi [122]	ainya [92]
ehwa [122]	yehwa [98]
witan [122]	nitan [85], bitan [104]
cumpra [122]	compra [64]
cakra [122]	cakka [121]
seyr [122]	peyr [59]
coci [122]	cocu [53]
poer [122]	poeng [60], poel [60], toer [87], moer [78]
PFI [122]	VFI [52]
kuchen [122]	kochen [121]
zelfstandig [122]	zelfstandige [109]
sár [122]	sák [53], xár [70]
IPY [122]	PPY [121]
ákà [122]	ánà [54]
akaba [122]	akanga [82]
moyi [122]	doyi [90]
exical [122]	iexical [51]
enil [122]	snil [62]
preside [122]	presides [67], presided [85]
nilay [122]	nalay [68]
tbb [122]	tbgt [88]
kelsa [122]	kessa [83]
5q [122]	ftq [85], eiq [117], uoq [98], ubq [64], rjq [71], ojq [51], eqq [56], 5ti [88], oxq [60], srq [80], oaq [108]
explique [122]	expliquer [116]
bheil [122]	bhuail [79]
fivo [122]	fivc [70]
horticulture [122]	horticultural [69]
parva [122]	parba [57]
tlau [122]	llau [97], tllu [100]
ggun [122]	ggin [55]
kenâ [122]	kelâ [92]
9wa [121]	ltwa [65], egwa [111], ixwa [69]
canã [121]	yanã [64]
meaty [121]	mealy [79]
barong [121]	bagong [104]
urkâ [121]	zurkâ [51], mirkâ [58], arkâ [67]
wife1 [121]	wifes [96]
pastlev [121]	pastiev [80]
jedna [121]	jedno [91]
trago [121]	trajo [58]
padt [121]	pabt [85]
masn [121]	sasn [66]
winked [121]	blinked [64]
easi [121]	easil [61]
rofe [121]	rohe [75]
deso [121]	desan [65]
glm [121]	gsm [80], glit [56]
mayy [121]	fayy [52]
sagas [121]	sakas [113]
n6k [121]	j6k [86]
åu [121]	fgu [73], bzu [57], åi [78], åp [57]
a9a [121]	aaca [103], apca [75], a9i [55]
bdng [121]	ddng [67], idng [110], chdng [65]
ytw [121]	ytto [59]
58v [121]	i8v [57]
no0 [121]	so0 [115]
mnde [121]	mnke [104], mndc [58]
JSL [121]	SSL [103], MTSL [87]
tæh [121]	mæh [106]
lh1 [121]	lll1 [81], lf1 [82], lu1 [113]
riet [121]	raet [95], riep [65]
itneg [121]	isneg [86]
SPRACHE [121]	SPRACHEN [64]
bad1 [121]	badt [54]
C2V [121]	CVVV [78]
maoso [121]	faoso [91]
gyrag [121]	girag [53]
M11 [121]	E11 [116], U11 [97]
menurut [121]	manurut [73]
didjeridu [121]	didjeridoo [92]
sqit [121]	asqit [58]
rriv [121]	rrive [74]
hwâ [121]	jwâ [88]
fdo [121]	fbo [67]
relationâ [121]	relationsâ [81]
pampanga [121]	pampango [100]
secolo [121]	secoli [56]
akanne [121]	jakanne [94]
HSL [121]	GSL [91]
tlrl [121]	llrl [79]
ftit [121]	ftrt [65]
tumb [121]	tumpu [118]
G37 [121]	BG37 [107]
dirua [121]	direla [56]
traj [121]	trao [75], trej [98]
nued [121]	nues [54]
emak [121]	erak [74]
OOC [121]	DOC [75], COC [70], OOI [119], HOC [55], TOC [81]
obd [121]	obia [74]
eiz [121]	deiz [59]
throo [121]	thooo [67]
turug [121]	tulug [81]
rrar [121]	rrtr [60]
1933a [121]	1933b [54]
iyem [121]	iyee [74], ayem [74]
caman [121]	caran [96]
3il [121]	dlil [58]
bíí [121]	nníí [51]
3sps [121]	3spr [108]
etymo [121]	etymol [104]
mour [121]	masur [69]
izj [121]	ijjj [99]
baiâ [121]	baruâ [85]
onol [121]	onll [54]
thx [121]	thaq [119]
spí [121]	sní [53], swí [71]
walda [121]	warada [62]
HET [121]	HUT [100]
sdf [121]	ddf [91]
v9 [121]	ft9 [53], vff [67], vlj [110], vrf [64], vyl [107]
PES [121]	DIES [96]
wnen [121]	wnere [73]
1fj [121]	1lj [85], 1ij [112]
ngima [121]	nginya [91]
tathe [121]	kathe [101]
ookâ [121]	ootsâ [51], ootâ [95]
ucture [121]	ructure [100]
recei [121]	receiv [112]
niing [121]	ciing [54], liing [81], kiing [66]
dubala [121]	tubala [65], yubala [58]
helter [121]	skelter [120]
xke [120]	xone [109]
jrw [120]	jrs [101]
coki [120]	goki [50]
mu4 [120]	iu4 [67]
finna [120]	vinna [64]
umen [120]	ument [102]
cëk [120]	cokk [66], jëk [114]
3man [120]	3mgun [57]
abdulla [120]	abdalla [112]
metek [120]	menek [63]
srap [120]	brap [73]
gzi [120]	ghii [76]
nvâ [120]	rvâ [81], uvâ [86]
skoi [120]	skoya [73]
2ve [120]	2le [107], 2ge [86]
wdk [120]	zdk [101]
raata [120]	qaata [51]
jkl [120]	jkt [91], jjil [65]
caniyang [120]	kaniyang [55], caniykng [71]
kck [120]	dck [79]
gaon [120]	garin [113]
qela [120]	eqela [58]
singt [120]	singan [64]
hdz [120]	ldz [100]
uwâ [120]	uvâ [86], fwâ [75]
mgâ [120]	miiâ [76]
úa [120]	úf [93], úi [114]
rjwa [120]	tjwa [64]
hhã [120]	lhã [50]
sith [120]	sitd [51]
terh [120]	tserh [54]
eore [120]	niore [67], eove [64], rnore [108]
resulte [120]	resultat [112]
it2 [120]	is2 [77]
bi9 [120]	bils [118]
CSF [120]	SSF [85]
tedion [120]	tsidion [52]
peho [120]	pehi [87]
nomn [120]	nomli [60], nomti [60], nomln [70], nomt [101], nomm [76]
ayuâ [120]	kyuâ [62]
kiina [120]	kirna [50]
HMH [120]	HML [81], HHLH [86], MMH [112]
aoro [120]	atro [78]
ubul [120]	ucul [56]
nengke [120]	sengke [62]
ce1 [120]	cn1 [80]
HGH [120]	LGH [88], MGH [96]
ahon [120]	ahot [84]
misl [120]	mesl [117]
qalb [120]	galb [80]
TTW [120]	TTTT [53]
asita [120]	atita [81]
jawâ [120]	clawâ [102]
ltas [120]	ltad [73], ltaa [86], ltave [104]
sucb [120]	sucn [60]
yám [120]	pám [95]
xexe [120]	texe [50]
acas [120]	acasa [52]
ouy [120]	ounj [65]
twak [120]	bwak [107], dwak [91]
cogna [120]	cognat [60]
khalu [120]	khanu [117]
jaii [120]	jandi [62]
FZS [120]	FBS [66], FZC [62], FZD [95], FZH [60], MZS [54]
pokra [120]	pokrar [69]
anaya [120]	araya [74], anaba [79]
orat [120]	ordt [56]
simpli [120]	simplif [61]
katanya [120]	kayanya [57]
MAW [120]	MTW [77]
ouga [120]	ouya [51]
mufi [120]	mufl [53]
saute [120]	sauter [85]
vcsf [120]	vcst [55], vcrf [61], vcaf [66]
208a [120]	208b [88]
1plinc [120]	1dlinc [88], 1plincl [84]
tiee [120]	tiqe [52], tiche [53]
irate [120]	irated [63]
tsus [119]	tsets [59], tsuz [52]
miai [119]	jiai [50]
maate [119]	marate [52]
etio [119]	etimi [78], otio [81]
ymn [119]	ymm [81]
177b [119]	177a [115]
kappu [119]	koppu [78], kappi [69]
Y_ [119]	W_ [60], R_ [67], YIJ [52]
meui [119]	meut [110], neui [84]
hkã [119]	skã [77]
ráa [119]	ráp [87], ráh [81]
nïgï [119]	pïgï [61], nïgi [55]
sã³ [119]	wã³ [50], gã³ [59], rã³ [82]
he6 [119]	tse6 [51], pe6 [64]
agoni [119]	agomai [111]
aneâ [119]	apeâ [92], anoâ [77], aleâ [99]
nyir [119]	nuir [56]
kír [119]	gír [71], kíl [97]
38v [119]	i8v [57]
umfa [119]	umia [88]
winawa [119]	kinawa [89]
nlp [119]	nllt [66]
nap1 [119]	naq1 [63]
jàà [119]	pàà [65], làà [83], dàà [109]
ritin [119]	writin [104]
kadju [119]	badju [107]
licate [119]	licati [89]
austra [119]	austron [90]
bolna [119]	bolne [63]
lhk [119]	lhp [63]
dabbo [119]	dabbu [53]
kôê [119]	kôli [98], kôbe [95]
mhr [119]	mhh [116]
beep [119]	beec [53]
bbuk [119]	lubuk [54]
saj1 [119]	kaj1 [107]
tsupe [119]	tsupi [75]
kadl [119]	kael [84], kadt [52], kadim [79]
floodwater [119]	floodwaters [93]
thanga [119]	changa [94]
zano [119]	chano [63]
3sproxâ [119]	3pproxâ [68]
2sabs [119]	lsabs [58], 2pabs [61]
ábe [119]	áye [114]
telan [119]	tetan [54]
comn [119]	comj [112]
tshar [119]	tshat [98]
HBG3 [119]	FBG3 [64], JFBG3 [50]
1plin [119]	lplin [78]
northe [119]	norther [109]
gî [119]	fî [77]
splatter [119]	splutter [58]
khv [119]	khva [64], khk [94]
sfar [119]	asfar [89]
kahshi [119]	kaehshi [53]
butin [119]	sutin [52]
walli [119]	mballi [50]
vias [119]	fias [107]
namk [119]	namwu [56], nalak [82]
sawt [119]	saht [91], saet [109]
racist [119]	racism [91]
MEASURE [119]	MEASURES [78]
lye11 [119]	tye11 [53]
baddo [119]	baddha [66], baddak [71]
gàn [119]	pàn [62]
threo [119]	threc [91]
masani [119]	masana [98]
tv3 [119]	tui3 [90], iv3 [105]
hovo [119]	hnvo [103]
hadja [119]	sadja [106]
chani [119]	tahani [52]
R24 [119]	P24 [69]
hxex [119]	hxix [88]
kdik [119]	koik [87]
etum [119]	erum [110]
liid [119]	jiid [62]
chomskyan [119]	chomskian [75]
past3s [119]	past3p [74]
elaka [119]	ilaka [105]
toria [119]	doria [53]
vccvc [119]	cccvc [60]
9is [119]	9es [77]
øæ [119]	adæ [68], kdæ [94], jdæ [84]
lehu [119]	lohu [99]
matei [119]	masei [50]
3nsp [119]	3nsu [108]
ninl [119]	jinl [87]
otno [119]	lutno [55], titno [77]
URI [119]	ERI [70], UHI [71]
3tf [119]	fttf [51], fltf [61]
by1 [119]	br1 [59]
ywt [119]	wwt [75], xwt [79], ywd [64], ywr [69], ywl [92]
honoring [119]	honouring [87]
wago [118]	wando [92]
wée [118]	hée [71]
opim [118]	sapim [105]
nple [118]	nples [69]
DARE [118]	CARE [77]
onshi [118]	onship [64]
espo [118]	respo [98]
sdmt [118]	sdmf [78]
i24 [118]	pu24 [75]
komiti [118]	komite [55]
cven [118]	cvcn [76]
rean [118]	reah [55]
tums [118]	tumed [105]
hiji [118]	hingi [56]
nodua [118]	nidua [55]
lilm [118]	lilw [57], lilll [88]
mahaki [118]	masaki [85]
uhunmi [118]	dkhunmi [71]
dz6 [118]	dzg [63]
yandruwantha [118]	yandruwandha [50]
abena [118]	alena [116]
ayá [118]	aká [82]
qqh [118]	bqqh [81]
stesso [118]	spesso [68], stessa [67]
oiled [118]	tiled [105]
pdâ [118]	fdâ [93], sdâ [94], jdâ [101]
oiko [118]	eiko [94], oikka [52], mpiko [65]
kêu [118]	tiêu [55]
niab [118]	niax [85]
lelaki [118]	lallaki [59]
sikl [118]	sakl [102]
sarag [118]	sarig [74]
t3p [118]	t3fl [57], h3p [61]
hesu [118]	heso [113]
HUN [118]	MUN [55]
alloform [118]	alloforms [104]
kraw [118]	kdaw [62], kraom [59]
asati [118]	asata [84], alati [73]
x9 [118]	ft9 [53], xrj [65]
naanga [118]	gaanga [73]
thth [118]	thinh [88]
membawa [118]	membaca [110]
r6v [118]	rbv [90], r6e [50]
mtin [118]	mlin [96]
iane [118]	ianu [55]
karom [118]	karum [94], karoe [74]
okd [118]	okit [77]
ta0 [118]	tavl [51], da0 [67], tapl [73]
romanze [118]	romanzo [104]
kedayan [118]	kadayan [80]
qentkv [118]	xentkv [50]
ivv [118]	ivw [76]
am0 [118]	aq0 [59]
ttq [118]	trq [89], tttl [89], ttlt [88], tttf [61]
saleng [118]	maleng [59]
walj [118]	walin [56], walm [112], walar [54]
dagara [118]	dagala [82]
úra [118]	úrxa [71]
9oy [118]	9on [92], 9os [53]
izk [118]	izai [69]
SBM [118]	MBM [111]
teiki [118]	teitei [80]
bunita [118]	bunitu [88]
mmw [118]	mpw [96], mmam [56], rmw [66]
leuhng [118]	seuhng [102], lguhng [65]
retroï [118]	retrofl [70]
kauh [118]	kawh [99]
ewet [118]	ecet [64]
surp [118]	surpr [59], susp [50]
hawo [118]	hatao [101]
thì [118]	tsì [66]
th5 [118]	kh5 [98]
vnv [118]	vjv [63]
zahar [118]	shahar [107]
kalmyk [118]	kalmuck [77]
24e [118]	24g [57]
tucâ [118]	tuuâ [86], tutâ [90], tumâ [87]
andara [118]	bandara [54]
kuig [118]	kuik [96]
aesa [118]	aeso [53], aeuua [72]
ùlò [118]	ùrò [115]
ui2 [118]	oi2 [60]
introauction [118]	introcfuction [58]
abori [118]	aborig [76]
aroro [118]	kororo [115]
bulal [118]	bulam [70]
istâ [118]	ustâ [54]
v5tr [118]	vlntr [112]
197b [118]	197a [112]
sayn [118]	sajn [83]
nmg [117]	ntag [67]
zue31 [117]	zum31 [65], zui31 [85]
calic [117]	ocalic [62]
izolo [117]	itolo [66]
2002c [117]	2002d [60]
complementâ [117]	complementsâ [50]
gidin [117]	ngidin [94], gudin [50]
NEI [117]	NEE [70]
jkie [117]	njkie [82]
ghva [117]	ghama [71], ghuna [79]
usive [117]	lusive [72]
195b [117]	195a [90]
ua2 [117]	mia2 [60]
ijlj [117]	ijjj [99], jjlj [103], illj [76]
kangkuru [117]	mangkuru [69]
ntun [117]	batun [58]
lanh [117]	nhanh [74]
paraon [117]	poraon [83]
3NSG0 [117]	3NSGA [89]
wuan [117]	waian [56]
mixi [117]	xixi [98]
omotte [117]	omotta [67]
iliit [117]	ilait [60]
eqo [117]	eroo [63]
kotim [117]	kotin [97]
yeku [117]	yeko [115]
kyixinay [117]	ryixinay [54]
yanàa [117]	tanàa [51]
ugra [117]	ugga [114], uyra [54]
khrap [117]	khrai [64]
nsio [117]	notio [78], nsiv [52], ntio [116]
náj [117]	káj [76], láj [65], wáj [87], táj [110], yáj [54]
provengal [117]	provencal [69]
upw [117]	urw [100], upc [107]
hadde [117]	hedde [55]
cjs [117]	bjs [97]
mazdå [117]	mazdii [61], mazdah [78]
juje [117]	juye [102]
sanugva [117]	tanugva [90]
sugai [117]	sugui [54]
otï [117]	potï [104], oiï [53], kutï [76], etï [84], ntï [90]
dech [117]	disch [52]
ocf [117]	odf [83]
67v [117]	6lv [103]
so6 [117]	sw6 [58]
daac [117]	xaac [78], baac [61], daaz [89], vaac [90]
simaka [117]	simalha [66]
k6ro [117]	k6ra [83]
burna [117]	kurna [95]
OMI [117]	OHI [73]
aloy [117]	antoy [50]
thapa [117]	thupa [60]
perfâ [117]	permâ [54]
yva [117]	khva [64]
nauw [117]	xauw [50], yauw [65]
zhaq [117]	zhaiq [53]
objccl [117]	objcci [65]
merâ [117]	ferâ [64]
da6 [117]	ja6 [82], ga6 [114]
awid [116]	auid [53]
QDQ [116]	SDQ [60], IDQ [93], QDHS [60], QDPH [101], QDDS [114], QGDQ [101]
gnp [116]	fnp [55]
umaal [116]	rumaal [58]
lwan [116]	lgan [73], rwan [64]
IHH [116]	KHH [84], PHH [61], OHH [100]
plexs [116]	lplexs [77]
fomed [116]	forned [69], foraed [71]
pretix [116]	prerix [64]
unho [116]	unhe [75], unko [110]
wilbi [116]	wllbi [99]
kuay [116]	suay [83], klay [87]
miene [116]	siene [67]
asnbpo [116]	sasnbpo [50]
BALL [116]	WALL [103]
KAH [116]	HAH [78], BAH [64]
awto [116]	awtu [91]
lakai [116]	rakai [69]
nîµ [116]	cîµ [52], sîµ [59], mîµ [107]
ulg [116]	ueg [90], olg [84]
sumur [116]	subur [83]
ænot [116]	tnot [82]
minian [116]	mingyan [55]
chilis [116]	chiles [66]
zeaf [116]	ieaf [67]
n1n [116]	nttn [82], n1i [111]
iiuu [116]	fiuu [65]
dango [116]	vango [71]
peelaa [116]	peenaa [84]
opd [116]	tpd [70]
onil [116]	omil [72]
predator [116]	predatory [88]
iinj [116]	niinj [75]
liow [116]	iiow [102]
woow [116]	hoow [57]
c2a [116]	a2a [106], p2a [101]
innaq [116]	innar [75]
PTT [116]	CTT [54], FTT [103]
fyt [116]	ffit [96]
leggja [116]	liggja [84]
MLH [116]	MMH [112], MHH [76]
kwera [116]	keera [100], kwcra [73]
agarrar [116]	amarrar [73]
gunji [116]	gunyi [97]
oloâ [116]	ollâ [53]
sarba [116]	sarga [56]
nhà [116]	nhng [93]
vuti [116]	quti [111]
ession [116]	ression [97]
ifference [116]	ifferences [69]
gây [116]	kây [72]
sepat [116]	supat [53]
occupe [116]	occuper [87]
verj [116]	verra [88]
janan [116]	jalian [76]
akop [116]	akos [82]
249a [116]	249c [65], 249d [59]
249b [116]	249c [65], 249d [59]
awawa [116]	akawa [92]
lufu [116]	rufu [61]
õt [116]	pgt [106], õi [56], õg [94], õr [69]
jlil [116]	jlij [69], jljl [65]
kaset [116]	karet [71]
karakalpaks [116]	karakalpakie [60]
ãka [116]	syka [68]
nooning [116]	noonine [72]
mutil [116]	mutila [58]
TOH [116]	TOJ [67]
nuji [116]	nuju [110]
kolloquium [116]	kolloquiums [54]
tuaq [116]	nguaq [93], tuuq [65]
h3r [116]	h3p [61]
kåpt [116]	kånt [56]
aarn [116]	aanan [65], aarr [76]
kwja [116]	kwjam [70]
kfm [116]	kfu [99], ktim [92], katm [65], jfm [61]
wár [116]	wáng [76]
beoome [116]	beaome [83], beeome [113]
diesa [116]	dieza [99], diesha [88]
leik [116]	leid [108]
i7i [116]	icti [56], ilni [108]
emically [116]	etically [93]
kardabba [116]	nkardabba [83]
krv [116]	krac [54]
hommage [116]	hommages [52]
tamaq [116]	tamaat [56]
yanua [116]	yarua [104]
hukm [116]	hukam [54]
nxayamxcin [116]	nxalamxcin [93]
ádá [116]	ádo [76]
elx [116]	esx [62]
edana [116]	edena [73], badana [66]
titahi [116]	tetahi [63], teetahi [89]
conaonant [116]	conaonanta [52]
tette [116]	tetete [50]
3rr [116]	rnrr [50], qrr [108], tnrr [59], rtrr [67], trrr [93]
papj [116]	mapj [50]
R31 [116]	A31 [108], P31 [80], B31 [67]
t1ve [115]	ttve [103]
allonorphs [115]	allornorphs [103], allanorphs [82], alloaorphs [112]
qwl [115]	qwac [76], qwn [65], qyl [56]
rán [115]	ján [50], rám [106], ráy [76]
qatil [115]	qatul [54]
compm [115]	ncompm [64]
3ol [115]	3oc [80], 3os [55], 3ov [51]
1l1e [115]	1l1c [69]
dyarri [115]	dyarra [104]
78v [115]	i8v [57]
so11 [115]	bo11 [99], gyo11 [88]
beinte [115]	beynte [52]
soem [115]	soet [71], toem [80]
xwara [115]	xmara [68]
irira [115]	marira [69]
mutâ [115]	mukâ [57]
amv [115]	atlv [64]
pipis [115]	pitis [72]
ikla [115]	ilila [58]
tacu [115]	taiu [99]
vitamin [115]	vitamins [93]
hsti [115]	hsta [74]
iukuba2 [115]	lukuba2 [55]
giny [115]	yiny [106]
tnii [115]	ninii [59]
dyas [115]	dyao [66], dyadi [70]
nection [115]	nections [58]
mestra [115]	mestri [61]
bhakta [115]	bhatta [101]
yanma [115]	yanman [50], yanyba [103], yunma [69]
lagbe [115]	lagibe [108]
r6t [115]	r6k [92], s6t [69]
djambarrpuyqu [115]	djambarrpuyau [67], djambarrpuyou [75]
kaadu [115]	waadu [70]
chihi [115]	chihfn [70]
mnii [115]	lnii [80]
165a [115]	165b [91]
hayks [115]	haiks [113]
8te [115]	8tt [98], 8ta [54]
tuuma [115]	tuuna [63]
widu [115]	wilku [55], wardu [114]
honn [115]	monn [78], hosan [50], hobn [112]
flipper [115]	flippers [62]
itivc [115]	ctivc [70]
bioi [115]	tioi [101]
gohi [115]	guhi [98]
mankun [115]	mankund [50]
PIA [115]	KIA [56], PINE [62]
ndol [115]	ntol [56]
pokk6 [115]	cokk6 [100]
habeo [115]	habent [101]
jamie [115]	jackie [103]
telur [115]	telor [64]
huha [115]	hocha [52]
sentcncc [115]	sentencc [72]
palin [115]	talin [85]
iyv [115]	idv [92], iyp [102], iyll [92]
EIJ [115]	TIJ [79], LIJ [71], YIJ [52]
tulod [115]	tulog [64]
tski [115]	tiiki [72]
hrom [115]	hror [53]
hlna [115]	kalna [60]
g6o [115]	o6o [108]
sots [115]	cots [109]
h3s [115]	hzs [90]
ïï [115]	ayï [96], amï [85], yrï [96], ilï [53], ïe [55], nuï [54], aiï [52], nyï [81], ït [74], siï [84], ïr [97], qï [59]
so7 [115]	su7 [77]
nabbar [115]	nabbara [58]
bo31 [115]	gyo31 [51]
titue [115]	titut [109]
12s [115]	12i [110], 12l [101], 12o [68]
mamas [115]	masas [56]
baken [115]	beken [58]
nyih [115]	dyih [65]
hobbling [115]	wobbling [80]
woita [115]	woisia [55]
mlli [115]	mdli [100], mlri [50]
ollowed [115]	fallowed [62]
ERB [115]	ERBS [63], ERS [75]
bábi [115]	bába [89], bábe [90]
bum31 [115]	zum31 [65]
98009b [115]	98009az [69], 98009a [92]
b23 [115]	a23 [108]
hdaa [115]	hgaa [81]
duwi [115]	guwi [95], duwu [72]
dtk [115]	drk [60], htk [97]
CCA [115]	SCA [57]
dzes [115]	dzel [66]
1lê [115]	1yê [55]
meyak [115]	weyak [68]
216a [115]	216b [68]
alguns [114]	algumas [94]
ymy [114]	yry [105], yml [57], kmy [50], dmy [70]
act1 [114]	actt [61]
intonat [114]	intonati [77]
COETJR [114]	COETTR [54]
kabun [114]	kabon [56]
bardag [114]	bardaga [80]
karf [114]	karot [99], karit [111]
subjc [114]	subjt [62]
wallo [114]	pallo [94]
ind_obj [114]	ind_subj [74]
byel [114]	akyel [92]
turru [114]	jurru [112]
tayar [114]	taiyar [68]
yqi [114]	yqa [82]
xawi [114]	cawi [108], xawiy [63], xaki [86]
ahv [114]	ahot [84]
alé [114]	slé [60]
aook [114]	eook [95]
EMIT [114]	EXIT [104]
marid [114]	mared [106]
poseído [114]	poseídos [85]
ambit [114]	ambik [78]
boahtdn [114]	boahtan [90]
buci [114]	puci [77]
_ka [114]	_da [65], _ma [85], _ha [81], _la [113]
sikk [114]	sukk [78]
damad [114]	damada [67]
ajii [114]	ljii [95]
TJAF [114]	GJAF [68]
chiko [114]	chimo [66], chilo [92]
umey [114]	imey [66]
itadori [114]	ltadori [59]
clil [114]	flil [81]
g6r [114]	gnr [104]
sefe [114]	nefe [110], yefe [82]
wpn [114]	awpn [80], nwpn [95]
WBD [114]	EBD [63]
ñäm [114]	näm [71], läm [50]
kutia [114]	kuteka [59]
klanwth [114]	klanwtb [108]
hois [114]	jois [55], hoie [66]
motes [114]	hotes [56]
eqi [114]	oqi [112]
sawana [114]	sagana [57]
omby [114]	amby [107]
maaa [114]	muaa [59], mlaa [111]
tsev [114]	tseem [53]
daroqa [114]	karoqa [60]
lokâ [114]	tokâ [86], lekâ [93], bokâ [88], mokâ [83]
nanali [114]	namali [59]
ho31 [114]	gyo31 [51], ko31 [106]
B14 [114]	P14 [101], K14 [62]
cù [114]	uù [52]
subcategorizing [114]	subcategorising [62]
avnu [114]	awanu [58], avru [76]
currence [114]	ocurrence [56]
sabz [114]	sawz [81]
naamba [114]	gaamba [55]
181a [114]	181b [89]
jnw [114]	jnb [82]
azready [114]	aiready [65]
22e [114]	22g [50]
jem1k [114]	jem1m [60]
ricu [114]	micu [75]
172a [114]	172b [90]
uzag [114]	uzaga [52]
kau5 [114]	kam5 [60]
bulus [114]	bulung [98]
benefiting [114]	benefitting [51]
fior [114]	fjor [56]
vwanda [114]	fwanda [54]
dolla [114]	dollo [77]
système [114]	systkme [55]
prelix [114]	prclix [58], prerix [64]
bfc [114]	bfj [55]
CBB [114]	EBB [64]
wa9 [114]	da9 [102]
juij [114]	buij [96]
xlo [114]	xno [85]
sunburn [114]	sunburnt [83]
gyis [114]	kyis [92], gnyis [73]
meyn [114]	jeyn [82], mern [103]
khema [114]	khuma [52], khela [97]
meiteiron [114]	meiteilon [84]
kopak [114]	kobak [62]
lieh [114]	nieh [50]
agoa [113]	agira [80]
browse [113]	browser [59]
baau [113]	baaka [105], yaau [58]
tllcy [113]	tlicy [104]
kampani [113]	kompani [65]
__V [113]	C_V [96], __C [96], __J [74]
dmr [113]	wmr [74]
ogj [113]	ogli [66], ogc [91]
menoe [113]	menjoe [74], memboe [56], mengoe [98]
tzz [113]	tzn [63]
husb [113]	husba [91]
ntsâ [113]	natsâ [54], ntaâ [76]
8Q [113]	8K [82], 8O [76]
anph [113]	enph [72]
za2 [113]	xa2 [63]
durd [113]	durl [86]
õole [113]	õoly [61]
dún [113]	dúh [66], ilún [88]
gms [113]	igms [93]
vpg [113]	vpe [68], vpd [87], vpb [81]
nnong [113]	tunong [87]
akunau [113]	akunava [106]
punji [113]	pungi [98]
gwc [113]	gwet [78], ghc [82]
mamd [113]	maml [103]
jenti [113]	duenti [72]
beesh [113]	ndeesh [50]
tß [113]	tpw [72]
nya4 [113]	nyahd [77]
7ai [113]	7ap [57]
ssessiv [113]	ssessive [86]
jkx [113]	jpx [58]
toning [113]	tining [69]
ADV2 [113]	ADVRS [82]
konto [113]	konti [85]
ehw [113]	ohw [74]
ixj [113]	ijjj [99]
clal [113]	clul [54]
METHOD [113]	METHODS [106]
kisk [113]	kinik [52]
zardust [113]	zarduxst [63]
somay [113]	somai [57]
aatt [113]	aataa [82]
LUA [113]	TUA [82], GUA [82]
sooe [113]	ojooe [109], booe [89]
esá [113]	etá [103]
dwâ [113]	dwj [57], dkâ [53], dziâ [78]
khlag [113]	khleg [51]
twister [113]	twisters [78]
béla [113]	wéla [103]
katat [113]	tatat [74], katas [75]
inglish [113]	knglish [68]
mooe [113]	dooe [83], ojooe [109], booe [89]
folâ [113]	follc [94]
srot [113]	sret [57]
rasti [113]	raste [55]
ilà [113]	ità [62]
mamao [113]	mamae [109]
1sgsc [113]	1sgsnc [96]
lekol [113]	lekbl [50]
køs [113]	køe [93]
nyiri [113]	nyili [80]
PED [113]	PND [80]
mlln [113]	tlln [112]
tbk [113]	tbit [100], tbgt [88]
irá [113]	trá [68]
ksta [113]	hsta [74]
bsm [113]	csm [103], bgm [51]
haet [113]	raet [95], hiet [77], saet [109]
kumana [113]	kumona [75]
ksan [113]	ksana [69]
badji [113]	baadji [76], budji [78]
ferri [113]	werri [70]
stnu [112]	sfnu [69]
l44 [112]	a44 [83], i44 [102], t44 [77]
ådat [112]	ådah [90]
dai4 [112]	mai4 [91]
vhu [112]	vyu [74]
