Word	OCR variants
interval [2955]	intervals [1452]
worse [2949]	worst [1264]
MIN [2944]	NGIN [52], IMIN [87], MUN [55], PIN [201], IYIN [63]
grease [2943]	greasy [737]
vein [2943]	veins [595]
CONSONANTS [2941]	CONSONANTAL [208]
mq [2938]	fq [1603], gq [1292], hq [1396], mfl [476], jq [1490], kq [1638], bq [1807], wq [1279], mtm [452], cq [1748], dq [1870], tdq [100], mdt [318], tsq [184]
notâ [2938]	noneâ [152], nowâ [2074]
amp [2934]	amk [422], qamp [53], wamp [103], amti [200], amt [780], ump [450]
postbase [2933]	postbases [2221]
tagi [2932]	tangi [850]
missed [2932]	misses [653]
profit [2929]	profits [213]
alr [2924]	adjr [233]
web [2924]	webs [74]
permissible [2920]	permissable [213]
orâ [2917]	norâ [219]
moral [2917]	morals [243]
mediopassive [2915]	mediopassives [281]
homeland [2907]	homelands [316]
PROH [2905]	PROV [345], PROPH [50], PROSP [1457], PROB [792]
workshop [2905]	workshops [631]
nami [2903]	nimi [1878], natsi [126], namon [195], naci [250], nimmi [463], mami [2400], namu [2175], igami [107], napi [489]
WP [2900]	WN [756], MDP [105], TAP [795], AAP [260]
interlinear [2899]	interlinears [368]
3sgrs [2899]	3sgps [167]
ventive [2898]	venitive [766]
ireland [2896]	iceland [376]
kaan [2896]	laan [576], caan [592], kaam [843], kaal [1207], waan [1815], saan [1801], maan [2485], kaar [955], baan [1610], daan [1287], kaay [325], paan [629], chaan [211]
hesitation [2893]	hesitations [204]
warning [2892]	warnings [464]
athabaskan [2889]	athapaskan [1183], athabascan [317]
taller [2888]	tallest [752]
nonh [2886]	nonho [389], nonhp [202], nonhs [283]
dhu [2886]	dyu [2188], dju [1377], dhi [2656]
challenge [2884]	challenges [1249]
cream [2878]	creamy [62]
illi [2878]	yalli [212], ille [1665], alli [1143], illa [1778]
taga [2878]	taha [2858], takaa [200], tada [1593], tago [811], tagai [148]
não [2876]	mão [108], tão [56], vão [80]
3I [2874]	3IS [734], 3FE [710], 3IV [421], 3UA [593], 3MN [113], 3IA [1919], 3ME [1005], 3SF [1759]
1995a [2873]	1995b [1425]
ould [2872]	rould [121], wculd [53], muld [155], vould [560], lould [69], wuld [93], hould [332], eould [96], tould [52], jould [57], oould [137]
els [2872]	jels [71], rels [205], wels [202], iels [60], lels [118], vels [162]
meng [2871]	peng [1270], neng [1835], deng [1973]
ges [2871]	gues [97], enes [270], ries [1003]
nku [2871]	nkya [72], nki [2114], nkw [675], nhu [1125], anku [461], yku [812], nkis [78], nky [623], lku [2081]
THIS [2870]	THINK [463]
coal [2870]	coals [1833]
mute [2869]	mutes [333]
exceed [2868]	exceeds [841]
amin [2868]	anin [1336], amie [204], tamin [230], amun [915], amit [430], yamin [139], adin [619]
rig [2866]	trig [144], rist [247], righ [492], ril [2458], ritb [73]
gá [2866]	vá [516], njá [81], gbá [232], ndá [783], zá [667], dá [2382], fá [501], rá [2268]
mimi [2865]	ndimi [112]
kuo [2862]	kuan [1230]
diri [2862]	dini [1587]
judgment [2861]	judgement [1917], judgments [1435]
numa [2860]	nima [2752], luma [1772], nurna [60], numu [619]
policeman [2860]	policemen [861]
D0 [2859]	Q0 [214], G0 [1515], I0 [2580], H0 [256], T0 [696], A0 [514], M0 [465], L0 [414], N0 [799], Y0 [169], C0 [969], O0 [253]
3R [2859]	GNR [524], UNR [660], 3NS [976], NTR [862], 3SP [262], 3U [1937], 3SO [730], JRR [122], 3DL [2129], 3PC [241], 3PG [145]
yom [2856]	yawm [461], yum [2288]
ily [2855]	bly [1221], nly [1550], rily [488], gly [366], ely [2220], rly [1344], cly [295], irly [119], ngly [189], sely [178]
clearing [2852]	cleaning [2154]
kup [2851]	lup [1075], tup [2326], kip [2573], nup [1313], kep [2046]
ornament [2850]	ornaments [1855]
DN [2847]	DUL [309], DK [919], LN [2698], DNL [72], DDQ [637], DDW [249], DUG [220], PDN [62], DKD [220], DPD [424], DWD [79], DQL [306], DUQ [56], DPL [274], DWX [63], QN [623]
ATT [2846]	ALT [1037], ATIR [115]
wednesday [2845]	wednesdays [65]
ín [2843]	ím [534], íl [768], ík [248], íp [534], ís [1019], ír [852]
legend [2843]	legends [1890]
sorbian [2842]	serbian [617]
diphthongization [2841]	diphthongisation [359]
watched [2839]	watches [907]
polo [2838]	polu [519], poro [1945], popo [1491], pongo [362], tolo [1627], folo [740]
nic [2838]	nac [1974], onic [135], mic [2566], alic [240], oic [615], nec [2157], noc [1411], nion [375], ric [1908]
cau [2837]	cati [436], cav [529]
l2 [2834]	fy2 [61], f2 [610], q2 [225], t2 [1696], jw2 [94], i2 [2637], lsj [251], llv [480], in2 [503], tw2 [109], il2 [339], ni2 [348], la2 [623]
T4 [2831]	S4 [1318]
bro [2830]	brot [713]
susu [2829]	suso [138]
twi [2829]	swi [1134], lwi [765], nwi [950]
pere [2825]	pede [432], pele [2123], pire [1048], sere [1702], apere [101]
gila [2825]	gula [2631], giya [989], gita [1966], gella [154], gilan [258], gilak [80], gira [1095]
jet [2824]	spet [180], jit [2680], cet [2261], jeel [91], jut [1585], jek [1344], jei [898]
ido [2823]	dado [405], ldo [467], medo [252], izo [470], fido [142], sido [1073], iolo [158], todo [1840], modo [2103]
kaki [2817]	kake [1211], kaku [2157], kakai [344]
gaan [2816]	slaan [101], gaat [932]
airplane [2816]	airplanes [316]
qual [2815]	quali [490], quan [1277], quant [2357]
karen [2811]	karens [73]
ngâ [2809]	njâ [280], ngf [429], ntuâ [72], angâ [170], ndaâ [114], ngbâ [163], ngba [600], ndâ [1588], agâ [500], nkâ [399], ngwa [783], nyâ [955], ungâ [59], ngwo [86]
allâ [2808]	alsoâ [1257]
fon [2808]	fou [1923], fori [558], fos [594], fone [183], fors [203], fom [2042]
L2 [2806]	LY [764], LIS [353]
batu [2806]	bato [1382], bdtu [79]
dayâ [2802]	daysâ [827], dawnâ [339]
linguistica [2800]	linguistici [320]
doc [2800]	soc [1980], ooc [705], dof [580], cooc [151], doub [362], dooo [98]
katu [2798]	kauru [132]
lata [2795]	lota [579], iata [407], rata [2207]
ella [2794]	illa [1778]
categorial [2794]	categorical [2149]
lava [2793]	vava [1109], lavoi [119], leva [631], lana [2204]
tera [2793]	tero [1078], tira [1672], tora [1754]
dao [2787]	diao [178], zao [478], jiao [442], xiao [757], biao [96], gao [2449], tiao [350], piao [159], danh [215], bao [2643]
testament [2785]	testaments [74]
jer [2784]	jeho [153], jekh [219], jeg [1597], jed [669], jej [756], jek [1344], naer [116], jel [1325], jem [1683]
inga [2781]	inha [384], yinga [204], monga [199], yunga [172], inya [1103]
loko [2781]	lomo [689]
video [2778]	videos [311]
hotel [2778]	motel [93], hostel [308], hotels [245]
ofa [2774]	ofon [314], ofom [61], ofoj [87], ofof [553], ofog [109], oida [322], oska [251], ofos [195]
3H [2773]	3MS [2750]
reg [2769]	rer [1815], ress [796], renc [195], rega [460]
iny [2768]	inha [384], finy [303], siny [196], kuny [154], iiy [1107], inya [1103], inyi [632]
diâ [2767]	wiâ [1600], tsiâ [285], ndiâ [112], chiâ [428], riâ [1799], liâ [2022], yiâ [1100], duâ [1092], siâ [2700], daaâ [109], giâ [796], ddâ [208], dfâ [143], daâ [2224], dotâ [70], diiâ [98], denâ [145], kiâ [1817], diil [823], ciâ [1043], dooâ [90], deâ [2026]
weapon [2767]	weapons [1886]
awayâ [2766]	awayt [55]
bani [2764]	bane [1060], bandu [434]
countable [2763]	countables [101]
syll [2761]	sylla [976]
guna [2761]	gula [2631], guni [897], guno [373], gina [1928], gunda [732], gura [1854]
beak [2761]	beaks [137]
indeclinable [2760]	indeclinables [577]
negro [2760]	negros [418]
toj [2759]	tej [1498], koj [2004], loj [754], tox [685], tuj [1252], poj [1340], tij [2085], joj [861]
occ [2757]	occw [139], oec [196], occm [97], ncc [760]
blessing [2756]	blessings [771]
violate [2756]	violates [2627]
rie [2752]	rte [1000], rse [1184], arie [293], rdle [64], rke [911], rpe [262], rute [183], rce [534], rine [265], roce [56], ifie [674]
pod [2751]	pods [750]
pwe [2751]	iwe [1776], nawe [906], pwan [230], yiwe [242], wawe [224], nwe [748], bwe [1900], tewe [706], mwe [2605], pwa [2459], pwi [1317], epwe [266]
stru [2748]	struc [1693], stitu [489], stra [912]
givón [2747]	givon [2663], givdn [193], givan [120]
mongol [2746]	mongols [727]
teg [2746]	teb [770], tig [2667], tog [2328]
YI [2744]	YO [1514], TSI [412], YA [2411], YE [1683], WI [2013], YUK [67], NYI [76], YU [983], IFI [67], KYI [82], OHI [73], KWI [97], GYI [90], ASI [249], IYI [641], YIN [107], STI [368], YAK [61], EHI [60], YEN [180], AHI [221], UHI [71], KII [85], IHI [279], INI [674], MAI [289], ARI [273], JNI [61], YER [56]
burial [2744]	burials [159]
pace [2742]	paced [137]
handshape [2739]	handshapes [1850]
recover [2737]	recovery [569]
implosive [2735]	implosives [1313]
tain [2734]	tains [437], rtain [176]
rela [2731]	relat [1381]
loh [2731]	roh [1609], khoh [279], loj [754], soh [1100], hoh [1342], boh [1534], luh [1271]
deed [2730]	deeds [1737]
tika [2729]	tiha [677], takka [516], nika [2138], tinta [393], anika [241]
yim [2729]	yid [1528], yig [607], yien [98], yem [2355], yiga [345], yib [522], yidi [554], yiid [160], yit [2474], bim [2029], yaam [281], yiy [435]
visitor [2723]	visitors [2171]
maar [2722]	haar [1340], jaar [542], naar [1974]
doer [2721]	doers [165]
emperor [2715]	emperors [204]
vagina [2715]	vaginal [85]
bayi [2714]	barri [1692], mayi [2593], bayim [74]
desu [2710]	deshd [84], desho [192], desii [183]
mili [2710]	mirri [576], yili [750], miji [615]
salience [2709]	saliency [928]
dispela [2709]	tispela [704]
betw [2709]	betwe [623], betv [146], betl [145]
nominalizers [2708]	nominalisers [288]
tod [2708]	toc [648], tody [99], tont [172], tott [199]
resonant [2704]	resonants [1901]
zai [2702]	zao [478], zhei [636], zang [789], zii [1155], zhi [2539], zui [462], zhii [90], huai [320]
mutu [2699]	vutu [309], matu [1938], rutu [529], muti [916], qutu [450], muru [1634]
serpent [2699]	serpents [178]
collocation [2697]	collocations [2266]
eyed [2696]	eared [500]
mkr [2695]	mker [61]
fey [2693]	niey [62]
bij [2693]	hij [2487], zij [1558], wij [1444]
casa [2692]	coisa [143]
headache [2692]	headaches [149]
ern [2690]	ert [1232], erns [115], hern [297]
hop [2689]	hops [269], plop [280]
amen [2689]	amea [277], asen [455], amun [915]
institut [2689]	lnstitut [234]
timber [2685]	timbers [203]
aqa [2685]	aqu [1251], neqa [187], aqe [918], aija [425]
lump [2684]	lumps [649], lumpy [311], hump [1091]
pisa [2682]	pise [373], pisat [95], posa [727], pisu [488], passa [320], pisaa [53]
monolingual [2680]	monolinguals [396]
hire [2679]	hired [1431]
bulu [2677]	julu [260], vulu [343], buluk [260], buyu [250], bundu [429], bungu [235], balu [2279], wulu [924], ngulu [747], mulu [1139]
ean [2676]	oan [2323], eren [736], eal [1281], enn [2029], eon [2214]
alf [2675]	algy [108]
ien [2672]	emen [639], tien [1131], iun [1067], hien [331], ieu [360], iet [1160], iian [295], iek [474], iem [503], lten [109], iec [178], ief [653]
orr [2671]	forr [1526]
singulative [2671]	singulatives [325]
nle [2670]	stle [109], nli [1733], hle [743], nlaa [216], nse [1642]
herb [2668]	herbs [1438]
hog [2664]	hoof [1577]
holiday [2664]	holidays [906]
onl [2663]	conl [246]
dutton [2663]	sutton [1369]
7Â [2663]	KÂ [1136], VÂ [1559], AÂ [2425], LÂ [1375], XÂ [895], CÂ [1920], DÂ [833], 7J [801], EÂ [798], PÂ [2075], 7T [476], HÂ [1440], TTÂ [137], UÂ [1493], TÂ [1746], SSÂ [87]
murle [2662]	murlc [97]
logo [2661]	logos [408], ndogo [574], longo [716], kogo [476]
SAY [2660]	AWAY [2288], WAY [523]
bina [2660]	buna [1315], bilaa [148], bine [1489], bindi [507], binya [462], bida [900]
sapa [2659]	sawa [2288], sape [917], mapa [1514], hapa [1386]
sens [2654]	sans [2558]
NU [2654]	TNU [55], NKA [200], UNU [56], NIM [137], YU [983], NYI [76], TU [2456], NGI [186], AKU [190], MU [2254], STU [100], LU [2327], IPU [89], NTA [65], NOU [162], NTE [174], NOR [171], NUA [92]
dla [2653]	jula [688], dlba [87], mla [1959], dda [1581]
yell [2653]	yells [176], yelp [235]
kka [2652]	tka [1986], kku [1444], akka [2189], lka [1424], kkum [86], kko [1949], kki [1184], aska [554], kke [1283], ksma [80], kna [1048], iska [360]
k5 [2652]	kbm [256], j5 [1344], w5 [747], ka5 [242], la5 [178], d5 [1006], ni5 [170], q5 [266], un5 [156], su5 [178], m5 [1508], o5 [723], ta5 [198], g5 [721], kij [1029], ne5 [220], p5 [880], ti5 [222], t5 [2456], ktm [354], kq [1638], lo5 [106], kpk [132], ko5 [168]
primer [2650]	primers [639]
kernel [2649]	kernels [966]
ije [2648]	iwe [1776], tje [2007], lje [1021], iie [1899], itee [155], aije [92]
maku [2648]	saku [1181], waku [648], iaku [489]
lun [2647]	luy [726], jiun [100], lein [291], kiun [93]
questionnaire [2646]	questionnaires [551]
candy [2645]	brandy [480]
ahmad [2645]	ahmed [1383], mahmad [172]
oke [2643]	ofe [617], ohe [1216], okwe [304], ojfe [153], oge [1325], leke [633], oye [1328], okum [189], uke [1741], nake [1110]
kyi [2642]	kyo [1175], kni [1407], ksi [2045], syi [725], kci [896], kye [2638], kyap [141], myi [1430], pyi [1407], gyi [784], byi [651], mpyi [267], kti [2370], lyi [973], kfi [783]
lover [2642]	lovers [518]
gud [2640]	guh [501], guw [266], wud [966], guz [292], guot [238], guud [70]
marie [2640]	marion [253]
enable [2640]	enables [1596], enabled [1224]
ende [2639]	ande [2249], enge [700], endi [962], enke [303], enden [418], hunde [431]
nyina [2639]	ngina [369], nhina [314]
tableau [2639]	tableaus [230], tableaux [452]
ark [2638]	atik [301], arry [344], nark [380], arks [332]
bre [2637]	brac [97], spre [173], gre [1300], dre [1931]
tolu [2637]	talu [1445], telu [696], atolu [84], tofu [247], tolro [118], toru [906], tailu [243], rolu [185]
1m [2636]	1tt [208], 1ft [761], tjm [211], nnm [497], 1ll [458], ytm [143], ntm [534], llm [870], 1li [304], ifm [269], 1hi [154]
punishment [2636]	punishments [185]
liv [2635]	lif [1357], iiv [657], siv [976], riv [1523], liic [119], ltiv [77], liz [1172]
cliticization [2634]	cliticisation [734]
tuh [2634]	duh [1076], puh [870], aduh [213], juh [343], tawh [119], truh [253], buh [947], luh [1271], muh [1517], cuh [767]
snap [2632]	snaps [151], snarl [218]
pingi [2631]	nyingi [623], maingi [188], kingi [533], singi [1372], lyingi [82]
creolization [2629]	creolisation [451]
lop [2628]	jop [599], bop [774], lep [2190], lorn [623], clop [99], rop [2611], dop [970], gop [759]
finno [2627]	finnic [217]
basi [2627]	bahi [882]
eater [2627]	eaters [441]
ép [2627]	él [1717]
wid [2623]	wod [977], widn [58]
buddha [2622]	buddhas [205]
nomen [2619]	nomin [1746]
midst [2618]	amidst [702]
IK [2618]	IYA [172], ILI [187], ISJ [86], ISI [502], ISH [302], IUI [402], ION [730], IOI [358], IIL [188], IIO [474], IY [1416], IIC [540], IMI [403], IW [1582], IEN [56], ICS [172], IG [1923], IAR [216], LAK [63], IVI [164], IHI [279], IHA [81]
bimoraic [2617]	trimoraic [478], dimoraic [119]
i6 [2616]	ta6 [216], si6 [296], ma6 [176], ja6 [82], ti6 [217], u6 [1137], to6 [248], mo6 [233], tu6 [240], li6 [230], ke6 [169], ni6 [195], du6 [87], mw6 [421]
lom [2614]	lorn [623], lyam [183]
kuy [2613]	yuy [386], kux [539], puy [1794], khuy [142], juy [770], kuc [963], kuj [1144]
commit [2613]	commits [290]
lti [2613]	llli [624], ltt [1333], lri [838], lfi [985], hti [1767], lmi [702], lwi [765], lni [945], ltsu [80], lci [969], ltll [232], ltl [2275]
bù [2612]	sù [623], jù [603], tù [692], qù [366], pù [298], rù [533], gù [1207], nù [1214], zù [250], dù [1402], wù [746]
stroke [2611]	strokes [937]
abdu [2611]	audu [736]
lanka [2611]	lankan [1150]
diï [2609]	difl [177], diff [1872], difï [119], dift [178]
miri [2607]	mirda [56]
owned [2605]	owners [2045]
siri [2604]	tiri [2085], siro [729]
graze [2603]	grazes [125], grazed [395]
wela [2598]	weta [349], wele [1259], welu [595]
kuâ [2598]	kwâ [888], kwiâ [123], wuâ [407], katâ [236], nuâ [1452], kilâ [99], kyuâ [62], duâ [1092], koâ [2337], kwaâ [545], luâ [1079], kyoâ [110], cuâ [631], muâ [1426], juâ [617], kamâ [184], apuâ [67], ruâ [719], keâ [1614], puâ [1035], unuâ [67], tsuâ [135], buâ [1201], kiâ [1817], tuâ [2314], guâ [691], korâ [115], klâ [482], kunâ [225], kweâ [295], xuâ [197], yuâ [715]
selkup [2595]	selkups [179]
rhythm [2594]	rhythms [161]
pulu [2593]	puluq [78], utulu [50], pulo [1530], ululu [89], vulu [343], puluh [600], fulu [548], daulu [220], puloh [126]
gospel [2591]	gospels [508]
NY [2589]	NGE [251], HY [350], NHA [339], NGA [624], NKA [200], NGO [326], NGI [186], NAL [148], NGU [446], NYI [76], AY [1025], KAY [123], NTE [174], WY [469]
warrior [2588]	warriors [1905]
cvb [2588]	icvb [529]
searched [2584]	searches [557]
manda [2581]	kanda [2313], mantha [79]
decrease [2581]	decreased [882], decreases [662]
whale [2580]	whales [394]
headâ [2579]	heartâ [899]
mtu [2578]	miku [1087], mti [2387], mntu [173], kitu [1028]
beaver [2576]	beavers [187]
dea [2575]	deci [292], bea [1978], dete [686], gea [805], disa [722], dira [1943], jea [433], degi [311]
3erg [2574]	lerg [158], ierg [323], xerg [1004]
3D [2572]	3PP [229], 3FN [53], 3PR [76], 3SP [262], 3U [1937]
cleared [2572]	cleaned [2130]
bela [2571]	belan [126], mela [1388]
cll [2569]	rll [1515], cfl [859], jlll [226], clll [266], ccl [497], illl [708], llll [1642], fll [2389], clt [1495], pll [1278], tlll [545], nll [1927], crl [512]
wanem [2566]	wantem [287], wonem [281]
perce [2566]	perces [61]
foi [2566]	fot [1636], fori [558], fost [270], foa [998], fui [1243]
murder [2565]	murders [137]
evenki [2564]	ewenki [173]
sphere [2564]	spheres [727]
tji [2562]	jiji [748], lji [994], cji [431], tfi [2302], toyi [153], tjl [591], tju [1800], jji [1199], tjha [133], rji [971]
expletive [2562]	expletives [818]
dyirbal [2560]	djirbal [149]
i5 [2558]	ta5 [198], ma5 [194], ci5 [69], si5 [182], u5 [886], pe5 [131], t5 [2456], tu5 [109], ia5 [114], su5 [178], a5 [1602], le5 [114], gu5 [71], e5 [670], la5 [178], o5 [723], ne5 [220], sa5 [117], q5 [266]
lengthen [2558]	lengthens [899]
soi [2557]	soza [63], soge [227], siai [329], phoi [127], sove [121], sosi [131]
wow [2555]	woho [147], anow [76], wowo [390], yow [1247], woh [831], woe [1866]
lenge [2553]	penge [587], nenge [957], epenge [181], renge [1065]
calendar [2548]	calendars [152], calender [70]
skinny [2548]	skinned [1870]
originate [2546]	originates [1796]
reside [2546]	resided [550]
estimate [2542]	estimates [1930]
reserve [2541]	reserves [363]
ous [2541]	ious [541]
UL [2539]	UTU [177], UAN [1483], MUL [155], GAL [643], ULU [71], JJL [108], TOL [90], UD [2271], UZU [81]
flash [2539]	flush [301]
kò [2539]	sò [1193], brò [79], lò [1026], xò [82], nò [1711], ndò [225], dò [604]
dynasty [2538]	dynastic [192]
ume [2538]	ufe [537], uge [656], uve [740], eeme [124], umo [1514], urne [181]
a7 [2536]	ii7 [148], pe7 [99], ma7 [417], jo7 [137], apx [159], ahp [247], ahq [142], ka7 [588], no7 [877], ni7 [266], y7 [314], la7 [271], alh [972], ee7 [58], u7 [403], aa7 [141], o7 [888], se7 [86], aqw [349], nw7 [285], i7 [1715], wi7 [385], e7 [1024], sa7 [271], x7 [145], te7 [298], xo7 [120], axw [911], lu7 [94], ku7 [190], ya7 [382], pa7 [210], re7 [233], aaj [1411], aaq [705], na7 [655], xi7 [133], aax [911], axl [282]
groom [2536]	grooms [50]
stamp [2536]	stomp [374]
imm [2534]	impe [707]
kiki [2530]	tiki [2132], keki [732], kili [1959], kikia [99], kike [778], siki [2064], kika [660]
pila [2529]	pili [2178], cila [533], picha [239], pira [1636]
parti [2525]	partic [2241]
anal [2523]	analy [682], enal [155]
lamino [2522]	laminal [2392], lamina [729]
3NSG [2521]	INSG [69]
cou [2520]	fou [1923], cour [464], shou [1000], wou [2314], coul [391], coun [672]
existent [2520]	existant [82]
xam [2520]	iam [1956], xax [618], xatj [65], xdm [105], xaaa [57], xau [576], xaba [596], xah [409], xari [245], xaa [1431], xom [517], xae [463], xag [172]
cate [2519]	categ [549], cated [843], cates [486], trate [398]
fte [2518]	rte [1000], fre [2509], afte [973], fter [922], lte [2255], fle [1816]
pronom [2517]	pronon [64], pronomi [604], pronoms [1040], pronou [1503], prenom [58]
ICP [2516]	IMPP [539]
messenger [2515]	messengers [450]
justification [2515]	justifications [160]
axes [2514]	boxes [1640], adzes [210]
VY [2514]	VZ [476], APY [66], VTT [207]
edo [2513]	eco [721], sodo [353], ondo [730], hado [610]
PB [2512]	PEP [185], PEN [1377], PAD [194], PEF [73], PAL [252], PCE [134], PPA [65], PW [1273], PTH [152], PTB [1954], PVD [89], PJ [1994], PK [2243], PMK [57], PDS [287], EB [1298], PDN [62], PDL [87], PBC [130], PHQ [77], PLK [68], UB [1055]
teng [2512]	keng [1361], heng [750], deng [1973], neng [1835], seng [2272], teeng [79], tung [2468], jeng [295]
tupi [2512]	tupf [82]
uga [2509]	ugi [674], uqa [1218], tuga [532], uda [2334], uba [2188], qaga [135], uana [268], giga [214], uja [809], ugu [1785]
vocoid [2509]	vocoids [964], vocold [58]
ADJECTIVE [2508]	ADJECTIVAL [401]
boar [2507]	boars [290]
syr [2506]	syk [243], sarr [308], sxr [55], sdr [610], skr [2403]
recip [2505]	recipr [366], reclp [137]
olsem [2503]	olosem [257]
kann [2503]	dann [1206]
thenâ [2503]	whenâ [2393]
civil [2503]	civic [191]
vta [2502]	vti [1871], vtl [638]
magi [2500]	mavi [282], vagi [519], maani [461], megi [227], mago [775], mangi [660]
cara [2499]	cama [1171], cana [1351]
wakhi [2499]	wakhan [437]
RPT [2498]	RPST [1110]
appl [2497]	appli [258]
mist [2497]	misty [298]
bac [2496]	buc [742], bayc [71], baj [2395], bic [1371], baek [419]
pake [2495]	paku [978], paksa [324], pakai [614]
onda [2494]	enda [2472]
bullet [2492]	bullets [643]
lako [2490]	laken [435], tako [1862], nako [2027], wako [1058], gako [204]
shun [2489]	shubu [651]
ffix [2488]	sufix [249], refix [485], efix [202], uffix [934]
char [2487]	thar [1779], chor [799], cher [739], chal [906], chas [433]
nono [2487]	nano [1495], noni [1677]
qam [2487]	qim [264], qari [626], qaq [874], qava [196], qas [978], qar [1950], qara [1359], qala [1391], qame [214], qama [320], qaia [121], qami [178], qap [796]
PG [2486]	WG [566], PNB [87], PDS [287], PTH [152], PSI [725]
dina [2485]	dino [628], disa [722], adina [210], alina [275], lina [1276]
unproductive [2484]	nonproductive [560]
infant [2484]	infants [582]
laki [2483]	lakar [125], ldki [50]
kele [2482]	keme [524], kene [2405], kete [2017], kole [1886], gele [1642], mbele [341], pele [2123], kede [1126], kese [969], kile [917], ngele [241]
nab [2482]	nib [1621], aab [1096]
qualifies [2481]	quantifies [369]
10a [2481]	10b [1760], 10c [724]
NPF [2480]	NCLF [273]
rightward [2480]	rightwards [406]
mursi [2478]	murai [203]
dio [2477]	dado [405], duno [258], nio [2288], mio [1407], diyo [410], dago [745], devo [187], dano [777], dise [422], zio [245], diau [127], doco [115]
8th [2475]	llth [164], vth [148], loth [532], enth [107]
kwan [2474]	kwal [980], kwak [682], kwaj [183], kwaa [1344], hwan [621], kway [632], kwat [1005], kwaw [497], xwan [380]
scare [2473]	scares [214]
aen [2471]	aes [719], ayn [2057], aet [1409], aev [127], taen [281], oren [242], aun [1890], iten [628], aer [1580], aed [402], aeh [376], aej [221], aem [729], asn [809]
lawa [2471]	lrwa [68], lawo [262], lawi [274], larda [105], laya [831]
unt [2469]	aent [149], uut [1345], urt [736], unj [459], hent [201], ugt [147]
rattle [2467]	rattles [399]
cer [2467]	cter [66], cour [464], rer [1815], ster [870], corr [995], ctor [227]
angel [2466]	angels [841]
10th [2466]	1oth [53]
piri [2466]	tiri [2085], pire [1048]
THEY [2465]	THEM [942], THERE [2125]
l6 [2464]	llv [480], a6 [2035]
jama [2463]	jamin [113], jaka [1363], janja [111], jala [2151], jaba [482], jami [546]
dey [2462]	dern [419], deya [540]
erent [2461]	ferent [1188]
iwi [2460]	ewi [787], iwe [1776], iwil [136], uwi [1615], lwi [765], mewi [126]
labialization [2459]	labialisation [848]
remnant [2457]	remnants [2199]
strait [2457]	straits [1517]
handâ [2456]	handsâ [500]
buka [2453]	luka [1158], fuka [374]
rti [2451]	rli [1503], rsi [736], pti [1950], rtl [999], rtu [758], jti [1268]
acorn [2449]	acorns [1679]
landmark [2448]	landmarks [555]
hier [2448]	vier [588]
ambitransitive [2448]	ambitransitives [267]
pem [2447]	pum [1821], pim [1861], pew [733], pep [1063], peh [1277], pej [1112], pek [2423], chem [1319]
lodge [2446]	lodges [289]
struggle [2445]	struggles [267]
1C [2444]	1T [787], 1V [971], XC [328], QC [446], COC [70], IIC [540], 1F [732], 1H [702], 1K [291], 1L [786], 1N [507]
passivization [2443]	passivisation [398]
prim [2443]	princ [213], prin [772]
pete [2443]	peme [302]
lå [2442]	zå [104], gå [180], nuå [536], tså [248], nå [1154], rå [627], på [898], kuå [118], tå [1942], bå [366], wå [798], då [847], yå [362], få [787], hå [838], må [1553], gbå [91], kå [1166], qå [1587], kpå [365], uå [1451], så [1089]
sura [2441]	suro [551], zura [221], sora [1881]
guage [2441]	nguage [350], guages [1737]
sare [2440]	sate [943], sange [257]
flag [2440]	flags [306]
appendices [2438]	appendixes [155]
mush [2438]	mash [1833]
masdar [2437]	masdars [286]
kaikai [2435]	kaikaim [88]
dng [2434]	cang [956], iang [2298], wdng [108], rrng [88], nyng [114], kng [223], ydng [95], iing [453], rng [544], cung [816], hng [733], amng [120], peng [1270], tdng [132], jeng [295], zng [255], ndng [160], bng [364], zung [183]
spe [2434]	expe [262], spea [1219]
const [2434]	consti [579], constr [1550]
sonant [2434]	sonants [1552]
nul [2434]	nnl [610], iul [751], nill [282], ntl [1258], nud [715], nll [1927], nitl [77]
nada [2433]	nadie [252], ndada [120]
freq [2430]	frequ [394]
dub [2430]	dud [1437]
reservation [2430]	reservations [674]
afrika [2429]	ajrika [77]
5th [2428]	enth [107], vth [148], loth [532], llth [164], xth [192]
7th [2426]	llth [164], vth [148], loth [532], enth [107]
etu [2426]	eru [2383], eku [1465], otu [2200], ewu [474], wetu [251]
betelnut [2423]	betelnuts [270]
reward [2423]	rewards [219]
junction [2423]	junctions [411]
h8 [2422]	tb8 [155], b8 [2132], j8 [346], he8 [183], y8 [724], ni8 [137], d8 [1100], hjo [99], hu8 [106], w8 [541], s8 [644], u8 [1296], th8 [712], q8 [583], hgt [163], o8 [871], of8 [103], m8 [1224], g8 [898], on8 [546], ou8 [73], e8 [1454], v8 [834], t8 [2033], p8 [1102], r8 [1059], cu8 [70], n8 [2197], c8 [808], ng8 [96]
serialized [2419]	serialised [924]
igo [2419]	yago [500], ugo [992], engo [256], fago [53], ige [1799], mago [775], nago [650], ifo [1160]
vera [2417]	verra [88], verda [103]
rite [2417]	rites [2143]
unga [2416]	ungi [191], ringa [308]
channel [2415]	channels [405]
characterizes [2414]	characterises [651]
excerpt [2413]	excerpts [835]
ngani [2410]	ngini [857], ngaqi [114], ngatji [52]
arl [2410]	arar [411], kurl [217], rrl [776], anl [1837], wirl [84], url [520], warl [214], erl [744], arn [1667], marl [923]
